category,title,author,date,view_count,comments,url
🎨전시오픈/할인/추천,아랍에미리트 동시대 미술을 조명하는 <근접한세계>서울시립미술관  서소문 본관,아미타,10:42,45,4,https://cafe.naver.com/amateurmagician/78013
🎨미술관/갤러리 후기,노원문화예술회관 인상파 찬란한 순간들 다녀왔어요,lala,10:37,26,2,https://cafe.naver.com/amateurmagician/78011
🎨전시오픈/할인/추천,"[공유] 아모레퍼시픽미술관, 내년 ‘조나스 우드 개인전’ 연다",아미타,10:33,50,3,https://cafe.naver.com/amateurmagician/78010
📝번개/아트버스 후기,2025년 마지막 아트버스 그리고 아트프렌즈 송년회~,티아라,10:01,271,73,https://cafe.naver.com/amateurmagician/78009
🍲남의집 뭐먹나,시야주에서 마신 와인(세계여행님 제공),무아,09:12,70,18,https://cafe.naver.com/amateurmagician/78008
🎨미술관/갤러리 후기,호암 옛돌 정원에서,선재,09:05,43,12,https://cafe.naver.com/amateurmagician/78007
✍️자유게시판,자본주의 그림시장 -역대 가장 비싸게 팔린 그림들,Ana,09:00,57,4,https://cafe.naver.com/amateurmagician/78006
🎨미술관/갤러리 후기,리움 미술관 이불작가후기,효바리,07:51,67,8,https://cafe.naver.com/amateurmagician/78005
👋가입인사,안녕하세요,윤결,07:49,31,22,https://cafe.naver.com/amateurmagician/78004
🎨전시오픈/할인/추천,"너무 화려한 라인업 ""아모레퍼시픽 미술관""",재클린,07:37,191,6,https://cafe.naver.com/amateurmagician/78003
✍️자유게시판,강동구청 카페 몽타주,berry,07:27,42,4,https://cafe.naver.com/amateurmagician/78002
🎨미술관/갤러리 후기,국립현대미술관(MMCA) 청주 방문기,선재,06:50,46,12,https://cafe.naver.com/amateurmagician/78001
✍️자유게시판,던킨도너츠 오늘만 50% 할인,재클린,06:49,129,12,https://cafe.naver.com/amateurmagician/78000
✍️자유게시판,도도모님 나눔덕에 보게된 영화<슈퍼 해피 포에버> (스포 포함),푸른밤,04:26,42,4,https://cafe.naver.com/amateurmagician/77999
👋가입인사,안녕하세요,manu,02:52,38,23,https://cafe.naver.com/amateurmagician/77998
📝번개/아트버스 후기,"[아트버스후기]국립청주박물관 / 후지산에 오르다, 야마나시 : 우키요에  / 12월 27일 (토) / 후기",Jamie 제이미,01:53,53,5,https://cafe.naver.com/amateurmagician/77997
✍️자유게시판,월요일에는 “송은”으로 가세요~,브라우니,01:01,134,4,https://cafe.naver.com/amateurmagician/77996
✅출석부,12월29일 출석부,쵸쿄커피,00:20,59,80,https://cafe.naver.com/amateurmagician/77995
📝번개/아트버스 후기,[번개후기]아프의 연말모임 클래스,민아트럽,00:18,128,13,https://cafe.naver.com/amateurmagician/77994
✍️자유게시판,"""무나씨 캘린더"" 증정",재클린,00:14,91,6,https://cafe.naver.com/amateurmagician/77993
✍️자유게시판,24시간 영업하는 파리바게트,재클린,00:00,96,3,https://cafe.naver.com/amateurmagician/77992
📝번개/아트버스 후기,[번개후기]세계여행님의 멋진 연말파티~^^,쵸쿄커피,2025.12.28.,91,17,https://cafe.naver.com/amateurmagician/77991
📝번개/아트버스 후기,[번개후기]세계여행님의 행복한 연말선물,문올리브,2025.12.28.,101,21,https://cafe.naver.com/amateurmagician/77990
🎨미술관/갤러리 후기,리움멤버스이브닝<이불작가전시>,해피죠죠,2025.12.28.,43,3,https://cafe.naver.com/amateurmagician/77989
🎨미술관/갤러리 후기,[번개후기] 완벽한 일요일 앳 리움미술관,스해,2025.12.28.,39,2,https://cafe.naver.com/amateurmagician/77988
🎭공연/영화/연극 후기,테이크 오프 대학로 스타시티 공연 관람 후기,까비,2025.12.28.,72,13,https://cafe.naver.com/amateurmagician/77987
📝번개/아트버스 후기,[번개후기]이거슨 염장 아니고 감사(세계여행님 번개),무아,2025.12.28.,143,55,https://cafe.naver.com/amateurmagician/77986
📝번개/아트버스 후기,[번개후기]선물같았던 세계여행님의 번개,론다,2025.12.28.,109,27,https://cafe.naver.com/amateurmagician/77985
📝번개/아트버스 후기,[번개후기]세계여행님 주최 연말파티  후기,써니,2025.12.28.,109,23,https://cafe.naver.com/amateurmagician/77984
🖼️하루 한 작품,"[하루 한 작품]이토록 푸른, 이브 클랭의 <푸른 비너스>",lulugarden,2025.12.28.,37,5,https://cafe.naver.com/amateurmagician/77983
📝번개/아트버스 후기,[번개후기][쵸쿄커피님 나눔] 서울아트쇼 2025 한 시간 관람 후기,마음평화,2025.12.28.,38,4,https://cafe.naver.com/amateurmagician/77982
1️⃣ 한 줄 수다방,오늘 밤 KBS 1 TV 다큐멘터리 모던코리아 한국미술 2부 @23:10,Go아트,2025.12.28.,73,9,https://cafe.naver.com/amateurmagician/77981
🖼️하루 한 작품,[하루 한 작품]내년이 🐎 말띠해입니다. 행운을 가져다주는 백준도(백마리 말 그림) 보고 가세요^^,단비,2025.12.28.,62,12,https://cafe.naver.com/amateurmagician/77980
1️⃣ 한 줄 수다방,앵그리버드?,비의바다,2025.12.28.,42,6,https://cafe.naver.com/amateurmagician/77979
🎨미술관/갤러리 후기,더 프리마 아트 센터 근현대회화 블루칩 작가전/소중현대,비의바다,2025.12.28.,67,14,https://cafe.naver.com/amateurmagician/77978
🥘맛집 여행 후기,[서울맛집]양재천브런치 [센티맷],제니퍼리,2025.12.28.,54,8,https://cafe.naver.com/amateurmagician/77977
📝번개/아트버스 후기,[아트버스후기]청주..그리고 챗gpt,동그라미동그라미,2025.12.28.,40,6,https://cafe.naver.com/amateurmagician/77976
📝번개/아트버스 후기,[아트버스후기]국립청주박물관 / MMCA청주 / 어거스트치킨 양재역점 송년회까지 퍼펙트하게 아트했던 날!!,에이미,2025.12.28.,103,22,https://cafe.naver.com/amateurmagician/77975
📝번개/아트버스 후기,[아트버스후기]세계에서 가장 유명한 파도보고 왔어요 -국립청주박물관,Go아트,2025.12.28.,87,19,https://cafe.naver.com/amateurmagician/77974
🎨미술관/갤러리 후기,Go아트님 덕분에,100지니,2025.12.28.,48,10,https://cafe.naver.com/amateurmagician/77973
🎨미술관/갤러리 후기,서울 공예박물관 금기숙 기증전,비의바다,2025.12.28.,61,7,https://cafe.naver.com/amateurmagician/77972
📝번개/아트버스 후기,[번개후기]BGN갤러리ㅡ오킹 개인전ㅡ미술관가는날님 번개,서니미,2025.12.28.,31,6,https://cafe.naver.com/amateurmagician/77971
📝번개/아트버스 후기,"[번개후기][바람은님, 건빵님 연합 번개] 크리스마스에 다녀온 호암미술관 루이즈 부르주아 전시",마음평화,2025.12.28.,30,8,https://cafe.naver.com/amateurmagician/77970
📝번개/아트버스 후기,"[아트버스후기]25년 마지막 아트버스  국립청주박물관, 국립현대미술관 청주",나달리,2025.12.28.,49,19,https://cafe.naver.com/amateurmagician/77969
🎭공연/영화/연극 후기,대학로 뮤지컬 테이크오프 (~2026.2.1까지)다녀왔어요.^^,토이와,2025.12.28.,39,11,https://cafe.naver.com/amateurmagician/77968
📍전시 추천 코스,"[노원아트뮤지엄] 인상파,찬란한 순간들",제니퍼리,2025.12.28.,97,13,https://cafe.naver.com/amateurmagician/77967
🎭공연/영화/연극 정보,"이은혜님의 연말 선물, 뮤지컬 <테이크 오프>",멋진꿈,2025.12.28.,42,16,https://cafe.naver.com/amateurmagician/77966
📸내가 찍은 사진/영상,"파랑새홍님, 리움미술관 티켓 나눔으로 다녀왔습니다 ^^",opus1,2025.12.28.,47,17,https://cafe.naver.com/amateurmagician/77965
✍️자유게시판,노원 아트뮤지엄 다녀왔어요,모네장,2025.12.28.,43,3,https://cafe.naver.com/amateurmagician/77964
🎨전시오픈/할인/추천,"26년 리움,호암 예정전시",아미타,2025.12.28.,112,8,https://cafe.naver.com/amateurmagician/77963
🎨미술관/갤러리 후기,서울아트쇼 다녀왔어요^^^,더빈츠,2025.12.28.,34,6,https://cafe.naver.com/amateurmagician/77962
🍲남의집 뭐먹나,오늘의 늦은 저녁빱,나라얀,2025.12.28.,23,6,https://cafe.naver.com/amateurmagician/77961
📝번개/아트버스 후기,"[아트버스후기]청주국립박물관 : 후지산에 오르다, 야마나시 (설악산에 오르다, 강원도) - 사진없음",제씨킴,2025.12.28.,74,17,https://cafe.naver.com/amateurmagician/77960
🎭공연/영화/연극 후기,청춘드라마 단막극 같았던 테이크오프,파랑새홍,2025.12.28.,67,12,https://cafe.naver.com/amateurmagician/77959
✍️자유게시판,청주박물관 갔다왔어요,건건가,2025.12.28.,38,2,https://cafe.naver.com/amateurmagician/77958
🎭공연/영화/연극 후기,뮤지컬 테이크오프 티켓나눔 후기,두루쥬,2025.12.28.,58,14,https://cafe.naver.com/amateurmagician/77957
🖼️하루 한 작품,[하루 한 작품]사비니 여인들의 중재,라크세즈,2025.12.28.,30,4,https://cafe.naver.com/amateurmagician/77956
🍲남의집 뭐먹나,잠실 해목,berry,2025.12.28.,48,8,https://cafe.naver.com/amateurmagician/77955
📝번개/아트버스 후기,[번개후기]울트라 백화점(까비님 번개),재클린,2025.12.28.,55,13,https://cafe.naver.com/amateurmagician/77954
✍️자유게시판,그림에 머물다 마음을 씁니다-책 만든 이야기1,피오나임,2025.12.28.,59,13,https://cafe.naver.com/amateurmagician/77953
❓질문게시판,[질문]뮤지엄 산.어떻게 봐야 할까요??,꽃달,2025.12.28.,97,9,https://cafe.naver.com/amateurmagician/77952
🎨전시오픈/할인/추천,타샤튜더 전시회,berry,2025.12.28.,74,4,https://cafe.naver.com/amateurmagician/77951
📢 지금 여기,국립부여박물관,아하라,2025.12.28.,35,8,https://cafe.naver.com/amateurmagician/77950
🎭공연/영화/연극 후기,뮤지컬 테이크오프,무아,2025.12.28.,73,29,https://cafe.naver.com/amateurmagician/77949
🎨미술관/갤러리 후기,백아트 : 사진가 한영수 개인전 <그리고 삶은 계속된다>,로즈베리,2025.12.28.,43,5,https://cafe.naver.com/amateurmagician/77948
📢 지금 여기,현대 무역 10층,푸른밤,2025.12.28.,72,3,https://cafe.naver.com/amateurmagician/77947
🖼️내가 그린 그림,25년 마지막 주말 고려불화를 그려요,비니쓴비니빈,2025.12.28.,61,6,https://cafe.naver.com/amateurmagician/77946
📝번개/아트버스 후기,[아트버스후기]청주아트버스로 2025 연말 대규모 송년회 마무리,로즈골드,2025.12.28.,161,35,https://cafe.naver.com/amateurmagician/77945
🎨미술관/갤러리 후기,"국립현대미술관 청주, <遭遇, 모던아트협회>  정점식 작품",마롱쨈,2025.12.28.,40,7,https://cafe.naver.com/amateurmagician/77944
🍲남의집 뭐먹나,오늘의 간딴점심,나라얀,2025.12.28.,29,2,https://cafe.naver.com/amateurmagician/77943
🎭공연/영화/연극 정보,KBS교향악단 정기연주회/ 베토벤 합창,지오,2025.12.28.,53,5,https://cafe.naver.com/amateurmagician/77942
✍️자유게시판,세종미술관 르네상스에서 인상주의까지 전시해설이 바뀝니다,연지빛,2025.12.28.,151,11,https://cafe.naver.com/amateurmagician/77941
🎨미술관/갤러리 후기,Phoenix Art Museum (피닉스미술관) - 다녀왔어요^^ 2편~,크로,2025.12.28.,24,4,https://cafe.naver.com/amateurmagician/77940
📚독서 후기,베르나르뷔페 좋아하시면 추천합니다ㆍ해독일기ㆍ,쵸쿄커피,2025.12.28.,71,9,https://cafe.naver.com/amateurmagician/77939
✍️자유게시판,노원 아트뮤지엄 가실 때 4호선 상계역 주변 가성비 맛집,길벗,2025.12.28.,130,20,https://cafe.naver.com/amateurmagician/77938
🎨미술관/갤러리 후기,Eric Fischl(에릭 피슐) - Phoenix Art Museum (피닉스미술관),크로,2025.12.28.,16,4,https://cafe.naver.com/amateurmagician/77937
✍️자유게시판,남는건 사진뿐입니다. 😆,라크세즈,2025.12.28.,71,13,https://cafe.naver.com/amateurmagician/77936
📢 지금 여기,리움미술관 왔어요,브라우니,2025.12.28.,64,8,https://cafe.naver.com/amateurmagician/77935
🎨미술관/갤러리 후기,노원아트뮤지엄 다녀왔어요.^^짬뽕집 추천),토이와,2025.12.28.,89,28,https://cafe.naver.com/amateurmagician/77934
📝번개/아트버스 후기,"[아트버스후기]❤️아프님들과 함께 🥰2025년 대미를 장식한 ❤️청주 🚍아트버스 [국립청주박물관 후지산에 오르다, 국립현대 청주미술관]",다정주,2025.12.28.,94,20,https://cafe.naver.com/amateurmagician/77933
💡그때 거기,14년 전 세계 미술관 기행,지오,2025.12.28.,50,1,https://cafe.naver.com/amateurmagician/77932
📝번개/아트버스 후기,"[아트버스후기]반한 전시, ""조우 모던- 아트"" (청주 아트버스)",재클린,2025.12.28.,62,12,https://cafe.naver.com/amateurmagician/77931
✍️자유게시판,<데미안 허스트> 제작연도 논란,아미타,2025.12.28.,65,4,https://cafe.naver.com/amateurmagician/77930
📢 지금 여기,티파니앤코  전시  ~오늘까지 입니다,berry,2025.12.28.,46,3,https://cafe.naver.com/amateurmagician/77928
📢 지금 여기,커넥트투 생각보다 럭셔리하네요,마음평화,2025.12.28.,88,8,https://cafe.naver.com/amateurmagician/77927
📢 지금 여기,노원구 인상파 관람 후기,둥이맘99,2025.12.28.,104,11,https://cafe.naver.com/amateurmagician/77926
🎨미술관/갤러리 후기,국립현대미술관 청주 <유영국> 작품,쩡민이,2025.12.28.,196,31,https://cafe.naver.com/amateurmagician/77925
🎨미술관/갤러리 후기,국립부여박물관 백제금동대향로 재개관 기념 부여군 팸투어 후기,세계여행,2025.12.28.,30,4,https://cafe.naver.com/amateurmagician/77924
✍️자유게시판,누구나 달에 갈 수 있는 무료 보딩패스 발급,아미타,2025.12.28.,47,5,https://cafe.naver.com/amateurmagician/77923
💓나눔게시판,[나눔완료]예술의 전당 연극<터키블루스>초대권 1매 오늘 2시(미신청으로 취소),마일즈 알드리지,2025.12.28.,93,12,https://cafe.naver.com/amateurmagician/77922
🎅🏻🎄크리스마스,광장동 워커힐 클럽라운지 후기,건빵,2025.12.28.,206,19,https://cafe.naver.com/amateurmagician/77921
🎨미술관/갤러리 후기,코엑스 홈데코 페어 뒤듲은 후기,아티스트,2025.12.28.,37,2,https://cafe.naver.com/amateurmagician/77920
1️⃣ 한 줄 수다방,오늘은 잠실쪽으로~,마음평화,2025.12.28.,91,18,https://cafe.naver.com/amateurmagician/77919
🎤강연/클래쓰 정보,서울시립미술관 전시연계 프로그램,마리,2025.12.28.,126,3,https://cafe.naver.com/amateurmagician/77918
🎅🏻🎄크리스마스,따뜻한 마음씨를 가진 빈센트 반 고흐 선배들의 작품과 함께 온정을 나누는 연말연시 되시길~~~,Ana,2025.12.28.,85,19,https://cafe.naver.com/amateurmagician/77917
🎤강연/클래쓰 정보,2026 두산아트센터 프로그램,마리,2025.12.28.,165,9,https://cafe.naver.com/amateurmagician/77916
🎨미술관/갤러리 후기,서울 아트쇼 후기 2탄,아티스트,2025.12.28.,67,4,https://cafe.naver.com/amateurmagician/77915
🎨미술관/갤러리 후기,"<인상파, 찬란한 순간들> 주말 후기와 관람팁",바람여행자,2025.12.28.,93,13,https://cafe.naver.com/amateurmagician/77914
🎨미술관/갤러리 후기,<사진이 할 수 있는 모든 것> 서울시립사진미술관 전시 추천합니다~,멋진꿈,2025.12.28.,151,26,https://cafe.naver.com/amateurmagician/77913
👋가입인사,가입인사 드립니다.,비우는행복,2025.12.28.,46,34,https://cafe.naver.com/amateurmagician/77912
❓질문게시판,[질문]이 그림이 렘피카 일까요?,해달별 반짝반짝,2025.12.28.,32,2,https://cafe.naver.com/amateurmagician/77911
👋가입인사,안녕하세요.,나이스웨더,2025.12.28.,38,29,https://cafe.naver.com/amateurmagician/77910
✅출석부,12월 28일 출석부입니다.,아미타,2025.12.28.,73,82,https://cafe.naver.com/amateurmagician/77909
🖼️하루 한 작품,토마스 로렌스 <존 앵거스타인의 아이들>,라크세즈,2025.12.27.,46,4,https://cafe.naver.com/amateurmagician/77908
📍전시 추천 코스,하이커그라운드에 가야할 이유,민아트럽,2025.12.27.,116,10,https://cafe.naver.com/amateurmagician/77906
📢 지금 여기,칠곡 예태미술관 <이쾌대 미디어아트 展 : 빛으로 다시 태어나다>,라크세즈,2025.12.27.,104,23,https://cafe.naver.com/amateurmagician/77905
📝번개/아트버스 후기,"[아트버스후기]청주아트버스: 청주현대박물관 [조우, 모던아트협회 1957 - 1960]",제니퍼리,2025.12.27.,74,11,https://cafe.naver.com/amateurmagician/77904
⚡번개 공지,[종료]리움미술관 올해 마지막 티켓나눔 번개하려고요. 12.28 일 12시반 4분,파랑새홍,2025.12.27.,282,37,https://cafe.naver.com/amateurmagician/77903
1️⃣ 한 줄 수다방,방학시작  돌밥도 시작,연지빛,2025.12.27.,161,23,https://cafe.naver.com/amateurmagician/77902
📢 지금 여기,서울아트쇼 대~~~~박👍❤️👍(101장이 한계군요^^;),신나는아름쌤,2025.12.27.,194,18,https://cafe.naver.com/amateurmagician/77901
🎨미술관/갤러리 후기,빈센트 발 : SHADOWGRAM전시(아재개그감성),쿵짝,2025.12.27.,34,4,https://cafe.naver.com/amateurmagician/77900
✍️자유게시판,🎁 [재업/공유가능] 영화관 문화예술강연 프로그램 관람 경험 설문조사 안내 (기프티콘 추첨),이청,2025.12.27.,77,0,https://cafe.naver.com/amateurmagician/77899
📝번개/아트버스 후기,[아트버스후기]제 맘대로 쓰는 첫 아트버스 후기,오후의홍차,2025.12.27.,147,17,https://cafe.naver.com/amateurmagician/77898
🎤강연/클래쓰 정보,예술의 전당-인문아카데미 '프리도슨트',Dear고흐,2025.12.27.,195,10,https://cafe.naver.com/amateurmagician/77897
✍️자유게시판,대만에  미술관+도서관 생긴다.,아미타,2025.12.27.,102,12,https://cafe.naver.com/amateurmagician/77896
🎨미술관/갤러리 후기,백제로의 하루 타임머신을 타고~ 부여 팸투어를 다녀왔어요.,큐레이션,2025.12.27.,51,7,https://cafe.naver.com/amateurmagician/77895
✍️자유게시판,"(후기) 금기숙 기증특별전,다녀왔어요!",우리,2025.12.27.,65,6,https://cafe.naver.com/amateurmagician/77894
✍️자유게시판,북서울 미술관 전시 세개,곰탱이2016,2025.12.27.,135,16,https://cafe.naver.com/amateurmagician/77893
🎨미술관/갤러리 후기,국립 청주 박물관 문 닫고 왔어요~ 🌊,브라우니,2025.12.27.,81,18,https://cafe.naver.com/amateurmagician/77892
✍️자유게시판,"인상파,찬란한 순간들 모네,르누아르,반고흐 그리고 세잔",곰탱이2016,2025.12.27.,116,28,https://cafe.naver.com/amateurmagician/77891
📢 지금 여기,아프 송년회 끼고 싶어서 왔어요,파랑새홍,2025.12.27.,488,58,https://cafe.naver.com/amateurmagician/77890
🚢경상남도여행,《현대옻칠예술:겹겹의시간》 크리스마스에 경남도립미술관에서~,히로인,2025.12.27.,32,12,https://cafe.naver.com/amateurmagician/77889
📢 지금 여기,[고양시립 아람미술관] 마르크 샤갈 & [세화미술관] 노노탁,Eden,2025.12.27.,68,7,https://cafe.naver.com/amateurmagician/77888
📝번개/아트버스 후기,[번개후기]아트 버스 2대로 출동한 청주 아트 나들이+송년회,문올리브,2025.12.27.,182,19,https://cafe.naver.com/amateurmagician/77887
✍️자유게시판,두바이에 문호텔 2027년 오픈,아미타,2025.12.27.,47,4,https://cafe.naver.com/amateurmagician/77886
🎨미술관/갤러리 후기,남산갔다가 페이스갤러리로,해피죠죠,2025.12.27.,67,3,https://cafe.naver.com/amateurmagician/77885
✍️자유게시판,노원구 인상파 전시로 보는 씁쓸한 한극 사회 이면.,비니쓴비니빈,2025.12.27.,283,7,https://cafe.naver.com/amateurmagician/77884
